t	x	y	z	roll	pitch	yaw	Q1	Q2	Q3	Q4	M1	M2	M3	M4	ax	ay	az	wx	wy	wz
1708334486.607521	-0.001	0.0	0.0	-1.35	1.25	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.21	0.24	-10.4	-0.1	0.0	0.02
1708334486.7583675	-0.001	0.0	0.0	-1.35	1.24	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.24	-10.44	0.03	0.01	-0.05
1708334486.9039443	-0.001	0.0	0.0	-1.36	1.26	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.24	-10.44	0.0	0.17	0.01
1708334487.0595791	-0.001	0.0	0.0	-1.37	1.25	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.26	-10.43	0.04	-0.03	-0.08
1708334487.2432249	-0.001	0.0	0.0	-1.36	1.26	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.22	0.24	-10.41	0.0	-0.07	0.08
1708334487.3842916	-0.001	0.0	0.0	-1.35	1.25	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.24	-10.41	0.03	0.0	-0.11
1708334487.5357556	-0.001	0.0	0.0	-1.37	1.26	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.22	0.24	-10.41	-0.02	-0.12	0.15
1708334487.6862164	-0.001	0.0	0.0	-1.36	1.25	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.25	-10.43	0.08	-0.07	-0.04
1708334487.8342109	-0.001	0.0	0.0	-1.37	1.25	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.25	-10.41	-0.05	-0.06	0.06
1708334487.9778986	-0.001	0.0	0.0	-1.37	1.25	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.22	0.24	-10.42	0.01	0.12	-0.03
1708334488.129016	-0.001	0.0	0.0	-1.36	1.26	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.22	0.24	-10.43	0.05	-0.03	-0.04
1708334488.2962391	-0.001	0.0	0.0	-1.34	1.25	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.25	-10.44	-0.03	0.18	-0.04
1708334488.4772031	-0.001	0.0	0.0	-1.36	1.25	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.21	0.24	-10.43	-0.01	-0.11	-0.07
1708334488.6466682	-0.001	0.0	0.0	-1.36	1.25	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.22	0.24	-10.44	0.02	-0.18	-0.05
1708334488.7934158	-0.001	0.0	0.0	-1.35	1.25	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.24	0.24	-10.42	0.08	0.01	-0.11
1708334488.9408653	-0.001	0.0	0.0	-1.35	1.26	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.25	-10.41	0.07	0.03	-0.04
1708334489.0962641	-0.001	0.0	0.0	-1.35	1.25	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.22	0.23	-10.43	0.0	-0.04	0.03
1708334489.2375531	-0.001	0.0	0.0	-1.36	1.27	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.22	0.24	-10.42	0.05	0.03	0.0
1708334489.3883376	-0.001	0.0	0.0	-1.36	1.24	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.25	-10.450000000000001	-0.04	-0.05	0.14
1708334489.5382874	-0.001	0.0	0.0	-1.36	1.25	0.4	0.0	0.0	0.0	0.0	173.0	102.0	-147.0	-88.0	0.23	0.24	-10.42	0.08	0.0	-0.09
