t	x	y	z	roll	pitch	yaw	Q1	Q2	Q3	Q4	M1	M2	M3	M4	ax	ay	az	wx	wy	wz
1709282892.485824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282892.504322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282892.5255766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282892.5472612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282892.5678425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282892.5878766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-63.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282892.6080978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282892.628313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282892.6476662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282892.6700113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282892.6924086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282892.711606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282892.7353787	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282892.754589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282892.776705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282892.7964935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282892.8166723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282892.8381956	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282892.8577633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282892.8784978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282892.8959982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282892.91753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282892.9400272	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282892.9601436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282892.9786184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.0021951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.0229144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.0459876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.0667977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.0878127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.105141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.126924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.148615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.1690764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.1905177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.2091513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.2314115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.2512743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.2724116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.2924633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.3127472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.3340125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.3575587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.3780625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.3993375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.4195871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.4398434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.4600554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.480397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.5006278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.5189626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.5422258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.561544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.5837414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.6039114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.6220014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.6448898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.667758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.6886303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.712747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.7304122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.7710974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.7925656	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.811697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.831667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.8543265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.874314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.8950148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.914484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.9354746	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.955581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282893.9769325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282894.0011454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282894.0337288	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282894.0617683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282894.081611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282894.1033094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282894.1238768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282894.1445596	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282894.1632438	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282894.1856432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282894.205291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282894.2262897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282894.2441216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282894.2667456	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282894.2878468	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282894.3062196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282894.3325322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-43.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282894.351316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282894.3739724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282894.394339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282894.4137933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282894.4347913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282894.4543674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282894.4755802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
1709282894.4948418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-302.0	-304.0	314.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
