t	x	y	z	roll	pitch	yaw	Q1	Q2	Q3	Q4	M1	M2	M3	M4	ax	ay	az	wx	wy	wz
1708590918.655703	0.0	0.0	0.0	-1.18	0.5700000000000001	0.1	0.0	0.0	0.0	0.0	-4.0	4.0	-9.0	-14.0	0.1	0.21	-10.4	0.03	0.01	0.14
1708590918.8964527	0.0	0.0	0.0	-1.18	0.59	0.1	0.0	0.0	0.0	0.0	-3.0	6.0	-2.0	-14.0	0.11	0.21	-10.43	0.1	-0.08	-0.02
1708590919.1744084	0.0	0.0	0.0	-1.19	0.6	0.1	0.0	0.0	0.0	0.0	4.0	3.0	-9.0	-18.0	0.09	0.21	-10.4	0.14	-0.01	0.0
1708590919.4453194	0.0	0.0	0.0	-1.19	0.6	0.1	0.0	0.0	0.0	0.0	-2.0	5.0	-4.0	-12.0	0.11	0.22	-10.42	0.01	0.03	-0.06
1708590919.7074492	0.0	0.0	0.0	-1.17	0.5700000000000001	0.1	0.0	0.0	0.0	0.0	4.0	3.0	-1.0	-12.0	0.09	0.21	-10.4	-0.03	-0.02	-0.09
1708590919.9816768	0.0	0.0	0.0	-1.18	0.58	0.1	0.0	0.0	0.0	0.0	8.0	2.0	-5.0	-12.0	0.1	0.21	-10.4	-0.05	0.08	0.02
1708590920.2498522	0.0	0.0	0.0	-1.18	0.61	0.1	0.0	0.0	0.0	0.0	-1.0	2.0	-3.0	-13.0	0.11	0.21	-10.4	-0.02	0.0	-0.06
1708590920.518633	0.0	0.0	0.0	-1.18	0.6	0.1	0.0	0.0	0.0	0.0	2.0	4.0	-1.0	-14.0	0.1	0.21	-10.41	0.08	0.11	-0.12
1708590920.7829976	0.0	0.0	0.0	-1.2	0.58	0.1	0.0	0.0	0.0	0.0	8.0	4.0	-3.0	-13.0	0.11	0.21	-10.4	0.0	-0.15	0.11
1708590921.0516005	0.0	0.0	0.0	-1.21	0.59	0.1	0.0	0.0	0.0	0.0	-3.0	5.0	-9.0	-13.0	0.1	0.21	-10.42	0.01	0.01	0.01
1708590921.3249326	0.0	0.0	0.0	-1.18	0.59	0.1	0.0	0.0	0.0	0.0	4.0	4.0	-1.0	-19.0	0.1	0.21	-10.42	0.14	0.0	-0.14
1708590921.5986729	0.0	0.0	0.0	-1.2	0.58	0.1	0.0	0.0	0.0	0.0	-3.0	4.0	-3.0	-15.0	0.1	0.22	-10.4	0.05	0.02	0.02
1708590921.86027	0.0	0.0	0.0	-1.19	0.58	0.1	0.0	0.0	0.0	0.0	-3.0	4.0	-1.0	-17.0	0.09	0.21	-10.4	0.0	-0.13	0.06
1708590922.1300523	0.0	0.0	0.0	-1.21	0.58	0.1	0.0	0.0	0.0	0.0	4.0	3.0	-1.0	-16.0	0.11	0.21	-10.4	-0.03	-0.06	-0.09
1708590922.3921077	0.0	0.0	0.0	-1.2	0.58	0.1	0.0	0.0	0.0	0.0	-3.0	4.0	-3.0	-13.0	0.09	0.22	-10.39	0.01	0.01	-0.04
1708590922.660341	0.0	0.0	0.0	-1.21	0.58	0.1	0.0	0.0	0.0	0.0	10.0	7.0	-3.0	-12.0	0.1	0.2	-10.38	0.02	0.12	0.06
1708590922.9342198	0.0	0.0	0.0	-1.21	0.56	0.1	0.0	0.0	0.0	0.0	8.0	8.0	-11.0	-19.0	0.1	0.22	-10.4	0.03	0.0	0.02
1708590923.2097087	0.0	0.0	0.0	-1.2	0.5700000000000001	0.1	0.0	0.0	0.0	0.0	-2.0	5.0	-12.0	-14.0	0.11	0.23	-10.41	0.06	0.0	-0.09
1708590923.4764357	0.0	0.0	0.0	-1.19	0.58	0.1	0.0	0.0	0.0	0.0	-10.0	5.0	-4.0	-12.0	0.1	0.2	-10.42	-0.02	-0.07	0.06
1708590923.7461023	0.0	0.0	0.0	-1.19	0.58	0.1	0.0	0.0	0.0	0.0	2.0	6.0	-3.0	-14.0	0.09	0.21	-10.41	-0.02	0.01	-0.04
1708590924.015352	0.0	0.0	0.0	-1.19	0.58	0.1	0.0	0.0	0.0	0.0	-2.0	4.0	-10.0	-14.0	0.11	0.21	-10.39	0.06	0.08	0.0
1708590924.285265	0.0	0.0	0.0	-1.18	0.58	0.1	0.0	0.0	0.0	0.0	4.0	3.0	-10.0	-15.0	0.11	0.21	-10.42	0.02	0.12	-0.06
1708590924.561821	0.0	0.0	0.0	-1.17	0.6	0.1	0.0	0.0	0.0	0.0	0.0	4.0	-4.0	-13.0	0.12	0.2	-10.42	-0.08	-0.06	-0.23
1708590924.8117085	0.0	0.0	0.0	-1.19	0.61	0.1	0.0	0.0	0.0	0.0	-3.0	4.0	-3.0	-14.0	0.11	0.21	-10.43	0.03	-0.07	-0.12
